category,split,chunk,spine_count,filenames
SPINE,multicoil_train,multicoil_train.tar.part-00003,29,meas_MID00090_FID112067_AX_T2_ANGLE_DISC.h5;meas_MID00090_FID120786_AX_T2_ANGLE_DISC.h5;meas_MID00092_FID120788_AX_T2_P2.h5;meas_MID00093_FID112070_AX_T2_P2.h5;meas_MID00094_FID132287_COR_T2.h5;meas_MID00094_FID133739_AX_T2_P2.h5;meas_MID00095_FID125221_COR_T2.h5;meas_MID00095_FID132288_SAG_T2.h5;meas_MID00098_FID125224_SAG_T2.h5;meas_MID00099_FID132292_SAG_T1.h5;meas_MID00100_FID125226_SAG_T1.h5;meas_MID00100_FID132293_AX_T2.h5;meas_MID00100_FID133745_AX_T2.h5;meas_MID00101_FID125227_SAG_STIR.h5;meas_MID00102_FID117602_COR_T2.h5;meas_MID00102_FID125228_AX_T2_ANGLE_DISC.h5;meas_MID00102_FID132295_SAG_STIR.h5;meas_MID00103_FID132296_RT_COR_T2_OBL.h5;meas_MID00104_FID112081_COR_T2.h5;meas_MID00104_FID132297_LT_COR_T2_OBL.h5;meas_MID00106_FID112083_SAG_T2.h5;meas_MID00106_FID117606_SAG_T2.h5;meas_MID00106_FID127155_COR_T2.h5;meas_MID00106_FID133751_AX_T2_ANGLE_DISC.h5;meas_MID00107_FID112084_SAG_T1.h5;meas_MID00107_FID117607_SAG_T1.h5;meas_MID00107_FID133752_AX_T2.h5;meas_MID00108_FID112085_SAG_STIR.h5;meas_MID00108_FID117608_SAG_STIR.h5
SPINE,multicoil_train,multicoil_train.tar.part-00020,29,meas_MID00397_FID128905_RT_COR_T2_OBL.h5;meas_MID00398_FID123764_COR_T2.h5;meas_MID00398_FID128906_LT_COR_T2_OBL.h5;meas_MID00399_FID121095_COR_T2.h5;meas_MID00399_FID124335_COR_T2.h5;meas_MID00400_FID123766_SAG_T2.h5;meas_MID00401_FID123767_SAG_T1.h5;meas_MID00402_FID130472_RT_COR_T2_OBL.h5;meas_MID00403_FID124339_COR_T2.h5;meas_MID00403_FID130473_LT_COR_T2_OBL.h5;meas_MID00404_FID121100_SAG_T1.h5;meas_MID00404_FID129364_COR_T2.h5;meas_MID00405_FID121101_AX_T2.h5;meas_MID00405_FID124341_SAG_T2.h5;meas_MID00406_FID124342_SAG_T1.h5;meas_MID00407_FID121103_SAG_STIR.h5;meas_MID00407_FID124343_SAG_STIR.h5;meas_MID00408_FID114452_COR_T2.h5;meas_MID00408_FID123774_AX_T2_ANGLE_DISC.h5;meas_MID00409_FID123775_AX_T2_P2.h5;meas_MID00410_FID124346_AX_T2_ANGLE_DISC.h5;meas_MID00410_FID129370_SAG_T2.h5;meas_MID00411_FID129371_SAG_T1.h5;meas_MID00411_FID134056_COR_T2.h5;meas_MID00412_FID114456_SAG_T2.h5;meas_MID00412_FID134057_SAG_T2.h5;meas_MID00413_FID114457_SAG_T1.h5;meas_MID00413_FID121109_RT_COR_T2_OBL.h5;meas_MID00413_FID129373_AXIAL_T2.h5
SPINE,multicoil_train,multicoil_train.tar.part-00008,27,meas_MID00194_FID118092_SAG_STIR.h5;meas_MID00194_FID124130_COR_OBL_T1.h5;meas_MID00194_FID133839_AX_T2_P2.h5;meas_MID00195_FID118093_RT_COR_T2_OBL.h5;meas_MID00196_FID118094_LT_COR_T2_OBL.h5;meas_MID00197_FID132390_COR_T2.h5;meas_MID00198_FID132391_SAG_T2.h5;meas_MID00199_FID115711_AX_T2_T_SP.h5;meas_MID00199_FID128707_AXIAL_T2.h5;meas_MID00200_FID111168_AX_T2.h5;meas_MID00200_FID133845_AX_T2.h5;meas_MID00201_FID124137_COR_T2.h5;meas_MID00201_FID128709_SAG_STIR.h5;meas_MID00202_FID115714_AX_T2_T_SP.h5;meas_MID00202_FID118100_COR_T2.h5;meas_MID00202_FID128710_RT_COR_T2_OBL.h5;meas_MID00202_FID132395_SAG_T1.h5;meas_MID00203_FID118101_SAG_T2.h5;meas_MID00203_FID124139_SAG_T2.h5;meas_MID00203_FID128711_LT_COR_T2_OBL.h5;meas_MID00204_FID118102_SAG_T1.h5;meas_MID00204_FID124140_SAG_T1.h5;meas_MID00205_FID118103_SAG_STIR.h5;meas_MID00205_FID124141_SAG_STIR.h5;meas_MID00205_FID132398_AX_T2.h5;meas_MID00207_FID132400_SAG_STIR.h5;meas_MID00209_FID118107_AX_T2_T_SP.h5
SPINE,multicoil_test,multicoil_test.tar.part-00004,25,meas_MID00440_FID129400_AX_T2_P2.h5;meas_MID00069_FID128577_COR_T2.h5;meas_MID00191_FID126748_SAG_STIR.h5;meas_MID00361_FID116832_RT_COR_T2_OBL.h5;meas_MID00457_FID125978_SAG_STIR.h5;meas_MID00277_FID114815_AX_T2_ANGLE_DISC.h5;meas_MID00137_FID118938_COR_T2.h5;meas_MID00161_FID110594_AX_T2.h5;meas_MID00113_FID111081_SAG_T2.h5;meas_MID00397_FID111365_COR_T2.h5;meas_MID00178_FID110611_COR_T2.h5;meas_MID00024_FID120720_AXIAL_T2.h5;meas_MID00442_FID128950_SAG_T2.h5;meas_MID00031_FID118832_SAG_STIR.h5;meas_MID00279_FID114817_AX_T2_P2.h5;meas_MID00256_FID115768_AX_T2_P2.h5;meas_MID00353_FID116824_SAG_T2.h5;meas_MID00024_FID125545_SAG_STIR.h5;meas_MID00324_FID115836_SAG_T2.h5;meas_MID00361_FID111329_AX_T1_FS_POST.h5;meas_MID00447_FID110880_SAG_T1.h5;meas_MID00441_FID110874_COR_T2.h5;meas_MID00188_FID126745_COR_T2.h5;meas_MID00251_FID115763_COR_T2.h5;meas_MID00145_FID113616_AX_T2_ANGLE_DISC.h5
SPINE,multicoil_test,multicoil_test.tar.part-00002,24,meas_MID00362_FID134007_COR_T2.h5;meas_MID00453_FID128961_AX_T2.h5;meas_MID00125_FID113596_SAG_STIR.h5;meas_MID00168_FID125689_AX_T2.h5;meas_MID00137_FID113608_SAG_T2.h5;meas_MID00400_FID111368_SAG_T1.h5;meas_MID00126_FID113597_AXIAL_T2.h5;meas_MID00398_FID117898_AX_T2_ANGLE_DISC.h5;meas_MID00191_FID110624_AX_T2_P2.h5;meas_MID00076_FID128584_SAG_T1.h5;meas_MID00436_FID129396_SAG_STIR.h5;meas_MID00078_FID128586_SAG_STIR.h5;meas_MID00016_FID118817_COR_T2.h5;meas_MID00060_FID127109_AX_T2_P2.h5;meas_MID00450_FID110883_SAG_STIR.h5;meas_MID00123_FID113594_AXIAL_T2.h5;meas_MID00122_FID111090_AX_T2_P2.h5;meas_MID00433_FID121129_COR_T2.h5;meas_MID00165_FID125686_SAG_T2.h5;meas_MID00139_FID113610_SAG_STIR.h5;meas_MID00438_FID121134_SAG_T2.h5;meas_MID00357_FID111325_SAG_T1_FS_POST.h5;meas_MID00210_FID125336_SAG_STIR.h5;meas_MID00154_FID110587_COR_T2.h5
SPINE,multicoil_val,multicoil_val.tar.part-00001,24,meas_MID00096_FID134212_AX_T2_ANGLE_DISC.h5;meas_MID00302_FID114840_SAG_STIR.h5;meas_MID00089_FID134205_SAG_T1.h5;meas_MID00436_FID130506_AX_T2_ANGLE_DISC.h5;meas_MID00327_FID114865_SAG_T2.h5;meas_MID00166_FID117666_SAG_T2.h5;meas_MID00464_FID134109_COR_T2.h5;meas_MID00106_FID114150_SAG_T1.h5;meas_MID00099_FID134215_AX_T2_P2.h5;meas_MID00147_FID121915_AX_T2_P2.h5;meas_MID00329_FID114867_SAG_STIR.h5;meas_MID00332_FID113302_SAG_STIR.h5;meas_MID00173_FID117673_AX_T2_ANGLE_DISC.h5;meas_MID00406_FID113877_AX_T2.h5;meas_MID00460_FID121742_SAG_STIR.h5;meas_MID00260_FID118158_AX_T2_P2.h5;meas_MID00090_FID134206_SAG_STIR.h5;meas_MID00308_FID111276_AX_T2_ANGLE_DISC.h5;meas_MID00123_FID125249_SAG_T2.h5;meas_MID00332_FID114870_AX_T2_ANGLE_DISC.h5;meas_MID00027_FID117925_AX_T2_ANGLE_DISC.h5;meas_MID00078_FID130148_SAG_T2.h5;meas_MID00298_FID111266_SAG_STIR.h5;meas_MID00388_FID115900_AXIAL_T2.h5
SPINE,multicoil_train,multicoil_train.tar.part-00013,21,meas_MID00263_FID126820_LT_COR_T2_OBL.h5;meas_MID00264_FID111232_SAG_T1.h5;meas_MID00264_FID114308_SAG_T2.h5;meas_MID00264_FID120500_AX_T2_ANGLE_DISC.h5;meas_MID00265_FID114309_SAG_T1.h5;meas_MID00265_FID120501_AX_T2_P2.h5;meas_MID00265_FID127314_SAG_T2.h5;meas_MID00265_FID135381_AX_T2_P2.h5;meas_MID00266_FID114310_SAG_STIR.h5;meas_MID00266_FID127315_SAG_T1.h5;meas_MID00267_FID111235_AXIAL_T2.h5;meas_MID00267_FID126824_SAG_T1.h5;meas_MID00269_FID124205_COR_T2.h5;meas_MID00269_FID127318_SAG_STIR.h5;meas_MID00272_FID114316_AX_T2_ANGLE_DISC.h5;meas_MID00273_FID124209_SAG_T2.h5;meas_MID00274_FID127323_AX_T2_ANGLE_DISC.h5;meas_MID00277_FID119078_COR_T2.h5;meas_MID00278_FID114322_AX_T2.h5;meas_MID00279_FID111247_LT_COR_T2_OBL.h5;meas_MID00279_FID119080_SAG_T2.h5
SPINE,multicoil_val,multicoil_val.tar.part-00004,21,meas_MID00301_FID114839_SAG_T1.h5;meas_MID00457_FID121739_AXIAL_T2.h5;meas_MID00125_FID118926_AX_T2_ANGLE_DISC.h5;meas_MID00125_FID125251_SAG_STIR.h5;meas_MID00474_FID134119_SAG_STIR.h5;meas_MID00347_FID116344_AXIAL_T2.h5;meas_MID00324_FID113294_COR_T2.h5;meas_MID00333_FID113303_RT_COR_T2_OBL.h5;meas_MID00386_FID115898_SAG_T2.h5;meas_MID00340_FID116337_SAG_T2.h5;meas_MID00360_FID115311_AX_T2_TGSE.h5;meas_MID00198_FID113168_COR_T2.h5;meas_MID00078_FID135194_SAG_T2.h5;meas_MID00129_FID114173_AX_T2_ANGLE_DISC.h5;meas_MID00431_FID115943_SAG_T1.h5;meas_MID00167_FID117667_SAG_T1.h5;meas_MID00408_FID113879_SAG_STIR.h5;meas_MID00451_FID128500_SAG_T2.h5;meas_MID00133_FID130203_SAG_T1.h5;meas_MID00410_FID113881_LT_COR_T2_OBL.h5;meas_MID00395_FID134040_AX_T2_ANGLE_DISC.h5
SPINE,multicoil_train,multicoil_train.tar.part-00011,20,meas_MID00241_FID121523_AX_T2.h5;meas_MID00241_FID122009_SAG_T1.h5;meas_MID00241_FID124177_SAG_T1_PAT2_PG_FS.h5;meas_MID00241_FID133886_SAG_STIR.h5;meas_MID00242_FID122010_SAG_STIR.h5;meas_MID00243_FID113213_COR_T2.h5;meas_MID00243_FID134359_COR_T2.h5;meas_MID00244_FID133889_AX_T2_ANGLE_DISC.h5;meas_MID00247_FID126804_COR_T2.h5;meas_MID00247_FID134363_SAG_T2.h5;meas_MID00248_FID122016_AX_T2_ANGLE_DISC.h5;meas_MID00248_FID126805_SAG_T2.h5;meas_MID00248_FID133893_AX_T2_P2.h5;meas_MID00248_FID134364_SAG_T1.h5;meas_MID00249_FID113219_SAG_T2.h5;meas_MID00249_FID122017_AX_T2_P2.h5;meas_MID00249_FID134365_SAG_STIR.h5;meas_MID00250_FID113220_SAG_T1.h5;meas_MID00250_FID135366_COR_T2.h5;meas_MID00253_FID134369_AX_T2_ANGLE_DISC.h5
SPINE,multicoil_train,multicoil_train.tar.part-00012,19,meas_MID00254_FID135370_SAG_T2.h5;meas_MID00255_FID135371_SAG_T1.h5;meas_MID00256_FID113226_AXIAL_T2.h5;meas_MID00256_FID134372_AX_T2_P2.h5;meas_MID00256_FID135372_SAG_STIR.h5;meas_MID00258_FID111226_COR_T2.h5;meas_MID00258_FID113228_SAG_STIR.h5;meas_MID00258_FID120494_SAG_STIR.h5;meas_MID00258_FID126815_SAG_T1.h5;meas_MID00259_FID111227_SAG_T2.h5;meas_MID00259_FID113229_RT_COR_T2_OBL.h5;meas_MID00259_FID126816_SAG_T2.h5;meas_MID00259_FID135375_AX_T2_ANGLE_DISC.h5;meas_MID00260_FID113230_LT_COR_T2_OBL.h5;meas_MID00260_FID126817_AXIAL_T2.h5;meas_MID00261_FID114305_COR_T2.h5;meas_MID00261_FID126818_SAG_STIR.h5;meas_MID00262_FID126819_RT_COR_T2_OBL.h5;meas_MID00262_FID127311_COR_T2.h5
SPINE,multicoil_train,multicoil_train.tar.part-00025,16,meas_MID00524_FID130594_AX_T2_T_SP.h5;meas_MID00531_FID130601_COR_T2.h5;meas_MID00532_FID130602_SAG_T2.h5;meas_MID00533_FID130603_SAG_T1.h5;meas_MID00534_FID130604_SAG_STIR.h5;meas_MID00539_FID114010_COR_T2.h5;meas_MID00540_FID130610_AX_T2_ANGLE_DISC.h5;meas_MID00541_FID114012_SAG_T2.h5;meas_MID00542_FID114013_SAG_T1.h5;meas_MID00543_FID114014_SAG_STIR.h5;meas_MID00543_FID130613_AX_T2_P2.h5;meas_MID00549_FID114020_AX_T2_ANGLE_DISC.h5;meas_MID00556_FID114027_AX_T2_P2.h5;meas_MID00569_FID129529_COR_T2.h5;meas_MID00571_FID129531_SAG_T2.h5;meas_MID00572_FID129532_SAG_T1.h5
SPINE,multicoil_train,multicoil_train.tar.part-00014,10,meas_MID00279_FID124215_AX_T2.h5;meas_MID00280_FID111248_LT_COR_T2_OBL.h5;meas_MID00280_FID119081_SAG_T1.h5;meas_MID00280_FID127329_AX_T2_P2.h5;meas_MID00281_FID119082_SAG_STIR.h5;meas_MID00282_FID119083_AX_T2_ANGLE_DISC.h5;meas_MID00284_FID114328_AX_T2.h5;meas_MID00285_FID124221_AX_T2.h5;meas_MID00288_FID119089_AX_T2.h5;meas_MID00290_FID124226_SAG_T1.h5
SPINE,multicoil_val,multicoil_val.tar.part-00006,7,meas_MID00168_FID117668_SAG_STIR.h5;meas_MID00328_FID114866_SAG_T1.h5;meas_MID00128_FID118929_AX_T2_P2.h5;meas_MID00329_FID113299_SAG_T1.h5;meas_MID00116_FID133761_COR_T2.h5;meas_MID00104_FID114148_COR_T2.h5;meas_MID00409_FID113880_RT_COR_T2_OBL.h5
SPINE,multicoil_test,multicoil_test.tar.part-00006,5,meas_MID00443_FID128951_SAG_T1.h5;meas_MID00333_FID115845_AX_T2_ANGLE_DISC.h5;meas_MID00059_FID127108_AX_T2_ANGLE_DISC.h5;meas_MID00053_FID127102_SAG_STIR.h5;meas_MID00432_FID121714_SAG_STIR.h5
SPINE,multicoil_train,multicoil_train.tar.part-00026,3,meas_MID00573_FID129533_SAG_STIR.h5;meas_MID00574_FID129534_AX_T2_ANGLE_DISC.h5;meas_MID00580_FID129540_AX_T2_P2.h5
